,Reviews,Game Title
3216,"Episode Prompto is a way better DLC than Episode Gladio. It's more focused to begin with and much more compelling thanks to a good narrative, some crazy villain and a pair of characters everyone learned to love. It also delivers quite a lengthy content at a somewhat cheap price, making it a nice addition to your Final Fantasy XV campaign.",Final Fantasy XV: Episode Prompto
3217," is an enjoyable game with an interesting and unique premise, plus the multiple game modes do make for a lot of replayability.However, some of the heroes basically do nothing but jump and some of the ones that can attack have attacks that can easily backfire if you don’t know what you’re doing, making a lot of the game trial and error.Also if you get down to just one hero, get very used to him/her/it as you do have unlimited continues, but unless you get enough coins to revive someone, that’s all you have for the rest of the game.",88 Heroes: 98 Heroes Edition
3218," takes the cookie clicker genre, often played with a fleeting attention span, and spins it into an experience that you can't put down. The amount of different spinning plates to consider when constructing your capitalist, galactic empire is a challenge that is only made more satisfying by the pleasing music, graphics and varying space combat. It's a great game.",Vostok Inc.
3219,"Although Wayward Sky wasn’t much longer, it felt like a complete experience with a beginning, middle, and end. As charming as  is, it feels like a proof of concept – the developers clearly show that this genre mashup not only works in VR, but is massively improved by it. I can only hope their next project is a little meatier.",Dino Frontier
3220, Is a hardcore yet cute platformer that you can play in its entirety with up to four players locally or online. What a novelty.,Spelunker Party!
3221,"With a ton of ways to play and a spiffy new upgrade, Edge of Control is a lot of fun and held my attention better than many other racing games.",Baja: Edge of Control HD
3222,"It is inevitable to think that the game is a great but wasted idea with some highlights that save it from total and absolute burning. The difficulty of their puzzles is between very hard and very simple and at times it is extremely tedious. For Xbox One players with Kinect, you have the option to use it in this game.",Nevermind
3223,The Crow’s Eye is a strong experience that even those not as interested in the genre can access and enjoy.,The Crow's Eye
3224,"Whilst it could never compete with the likes of Super Mario Odyssey,  is a great platforming adventure in its own right. Anyone who enjoys a good ‘collect-a-thon’ will be in Heaven with this game – the Medallions are great fun to work towards and finding every single extra collectable will take some considerable time and effort. If you enjoy games of this genre, and have the means to do so, we’d definitely recommend giving Poi a go and help it to be noticed in what must be one of the cruellest release windows ever. It deserves to be played.",Poi: Explorer Edition
3225,"Properly articulating what Birthdays means to me is difficult. It is the embodiment of the pure joy of gaming, where I can sit down and simply immerse myself within this space without feeling pressure or tension. There’s nothing to “win,” but everything to enjoy while, at the same time, the game is pointing out, in its very innocent and heartfelt way, a very simple but so important environmental message. To Yasuhiro Wada, the environment itself has always been the real protagonist of his games, and Birthdays The Beginning is the ultimate realisation of that philosophy.",Birthdays the Beginning
3226,Every moment of this cosmic adventure will be absolutely memorable.,Morphite
3227,"The Nintendo Switch doesn’t allow for too many racing games to shine
with the well-regarded Mario Kart 8 Deluxe hogging the spotlight. But
 is stealing the limelight this holiday season with
its racing sim action, RPG-lite upgrade system and beautifully
rendered licensed cars. Although it’s not a true racing sim, this is
still the best racing game available on the Nintendo Switch to date.",Gear.Club Unlimited
3228," clearly provides with a realistic feel of hunting. Seasoned hunters would adore it, but it may push away casual players.",theHunter: Call of the Wild
3229,"It's pretty hard to find fault with . Ratalaika Games have really demonstrated just how well a port of a mobile title can make use of the Switch. Noting that it's beautiful in handheld and on the silver screen, and factoring in the challenge and ability to keep players interested and focused on getting through the short burst levels,  won't be a game that you'll regret adding to your Switch collection.",League of Evil
3230,"A beautiful nightmare, cozy and purple like A-minor. It's definitely the best Kafka-based game of this spring.",The Franz Kafka Videogame
3231," is a great VR experience that offers a wonderful sense of immersion as long you use the right equipment and get off the couch. The game itself gets less interesting over time despite the cool factor of the complexity of later trials. With Symphony, it became the kind of game I want to play just to help fill the time. What it needs is to give you a reason to stick around, to show that the time spent growing various plants is worth the time and effort. It doesn’t do that very well and were this a standard, non-VR game, I would have quickly moved on. The VR nature of  is definitely where it’s at and should be picked up, preferably at some discount, solely for that portion of the software.",Symphony of the Machine
3232,"Fated: The Silent Oath is exactly the kind of game that VR was made for, and it’s nice to finally see the technology put to work on small, intimate, emotive character drama. The good news is that this is the first part of what’s planned to be a multi-episode game, and I’m really looking forward to spending more time in this world, with these people.",FATED: The Silent Oath
3233,"Fallen Legion‘s combat is fast without being overwhelming, and the timed choices added an emotional depth to the decisions I made. While I wanted control over the story in places where I didn’t have any and I wasn’t quite sold on some of the twists, that’s only because I was so fond of the character — it’s more a weakness of overambition than an actual failure. I enjoyed my time in Fenumia, and would enjoy some more.",Fallen Legion: Sins of an Empire
3234," is, at most times, everything you want in a downloadable title. It fires you right into the action, quickly introducing you to its simple tank-based mechanics then forcing you to test your mettle in increasingly difficult challenges that never take more than a few minutes to conquer. But for longer, more social gameplay sessions, the game also sports multiplayer modes that are accessible for both competitive mode newcomers and strategy-minded gamers alike, albeit a challenge to round up the people to play it.",Tank Troopers
3235," is a good game if you can appreciate its simplicity. The sparse setting and presentation aside, the puzzle element is a fantastic spin for the game, and it's hard to deny the satisfaction of crashing into tons of vehicles. It also helps that the game's addictive nature and leaderboard presence can inspire multiple runs even after everything is unlocked. For fans of a title that's easy to pick up and quick to play,  is worth checking out.",Danger Zone
3236,"I really enjoyed Millennium Twilight, even without any sort of attachment to the anime that the game represents. It’s nothing particularly revolutionary, but I thoroughly enjoyed most of my time with it. Moments of confusion and the unintentional nerfing of most Brain Burst characters aside, this is a fun action RPG that is worth a look if you’re not a fan of these MMO anime series, and most likely worth a buy if you are.",Accel World vs. Sword Art Online: Millennium Twilight
3237,"No matter what Vasily uses – an ax, a hammer or even bare fists – he does it with that special oomph. Fights are brief and often end with a bone-crunching fatality; and if there is something like a stake or a saw table nearby, the enemy will meet an especially gruesome death. Firearms are also impressive: even a pistol is a weapon to be reckoned with, while shotgun’s effect is outright terrifying. [Issue#222, p.64]",Redeemer
3238,"The game can be crushingly difficult, but it always remains engrossing. Despite going back and forth between loving and hating it, I’m still addicted some 20 hours later.",STRAFE
3239," on Xbox One doesn't do anything new, but what it puts on the table, it does well. It is attractive for the little ones in the house, but also for adults who want to remember the good times of the 3D platforms.",Super Lucky's Tale
3240,"While I say that RPG Maker FES is more limited than its PC brethren, it still enables plenty of creativity.",RPG Maker Fes
3241," is a one-of-a-kind horror game that’s unlike anything I’ve seen before. The use of sound to allow you to see the world around you but also alert your enemies creates a terrifying and suspensful dynamic that left me quivering in my shorts. The pacing isn’t perfect and some other pieces felt lacking, but the core premise of  is so very strong it’s impossible not to recommend it. This game should be experienced by anyone that wants to see how VR as a medium can transform the way we interact with video games.",Stifled
3242," combines the narrative power of a fully-featured 4+ hour campaign mode, with the intensity of a wave-based horde mode, and then adds multiplayer to both experiences. The protagonist’s witty humor make it worth recommending on his charming personality alone, with enough depth and variety to keep people coming back for several hours. By doing so many things so well,  quickly rose to the top of the pack as the best overall zombie shooter we’ve seen yet in VR.",Arizona Sunshine
3243, features fantastic classic dungeon RPG gameplay with many unique and satisfying mechanics. It may not be the most memorable game in the genre but it's one that genre fans shouldn't pass up.,Operation Babel: New Tokyo Legacy
3244," is able to melt survival, management and a touch of GdR with very interesting results. It's not a perfect game, but the mix of genres is well done.",Impact Winter
3245," is an excellent beat ’em up on the whole. It has some graphical and audio shortcomings that drag it down, but long-time fans of he series will still find a lot of enjoyment here.",River City: Knights of Justice
3246,"In an effort to make players shell out for microtransactions, developers ramped up the difficulty, which led to a surprisingly enjoyable result – it’s the first time we get a relatively difficult NFS in recent years. [Issue#226, p.44]",Need for Speed Payback
3247, is the game that Switch needed at its beginning. Quick plays and lots of action with your friends in a very entertaining game that brings back the nostalgia.,Super Bomberman R
3248,"Total War Rome II Empire Divided Empire is a good DLC who brings some fresh elements to an old-looking game. It's focusing on one of the most interesting periods of the Roman Empire (the reign of Aurelian). We can regret the lack of new content in politics after the free update. Total War fans are still unlikely to be disappointed. But to many other players, this DLC will feel dispensable.",Total War: Rome II - Empire Divided
3249,A lovely 2D horror adventure that falters in a few aspects but is still worth playing.,The Coma: Recut
3250,"For a seemingly simple game there is a lot to discover in . Everyone can instantly play this game, but there is enough content to keep coming back to it. The horse racing is also a fun new addition to the Mario sports series.",Mario Sports Superstars
3251,"It’s undeniably a weird package, but  manages to make its eccentricities work for it, rather than against it. Not only is it the best fishing game I’ve played in virtual reality, but it’s also a true delight for Final Fantasy fans.",Monster of the Deep: Final Fantasy XV
3252,"A solid new iteration in Sonic's series, with fun and frantic gameplay even if we would have liked more playable characters, while the new Avatars feature left us quite unimpressed.",Sonic Forces
3253,"For $9.99 (Cdn)  is a short adventure that is worth looking into for the art design alone and I would love to see the story of Toby told in a graphic novel medium. That being said, it's gameplay, although standard, doesn't bring anything distinctly unique to the table and often the puzzles are just too simple. It's also unfortunate that the game is fairly short and doesn’t offer any replay value at all to allow you to squeeze a few more hours out of it.",Toby: The Secret Mine
3254,"Minecraft: New 3DS Edition is a surprisingly competent version of the game despite its obvious limitations. However, the draw distances are terrible, multiplayer isn’t available at the beginning, and it won’t stack up to the console versions. If you truly want Minecraft on the go and own a Nintendo Switch, I suggest buying that version instead as it is the same price and, unlike the New Nintendo 3DS Edition, it will be receiving the Better Together Update this Winter.",Minecraft: New Nintendo 3DS Edition
3255,"While exploring the many intricacies can be downright frustrating, and the political game can get difficult,  is a game unlike any other in its genre. I’ve never played a sim that actually follows the rules of the democracy we have today. That alone makes it a unique enough title to at least try out.I just wish there was a little extra polish or at least a more thorough explanation on how the smaller intricacies in the game work.",Urban Empire
3256,This downloadable content is as good as the main game. You'll get a new character and a new boss. And it's creepy and fun at the same time.,Little Nightmares: The Depths
3257,"It deserves to be noticed too; it’s not the greatest ‘Monster Hunter’ game out there, but it is gorgeous and has a lot of interesting, unique ideas going for it.",Malicious Fallen
3258,"Anyway, there is enough separation here with the usual blueprint for this genre to make  worth a go. As gameplay goes, it’s easy to pick up and play, as well as stupid fun from beginning to end.  makes me want to break open my old Streets of Rage game and have another go with it. It shows that games like that still have legs and can be exciting to play.",99Vidas
3259," is the closest you are ever going to get to being in a Friday The 13th movie. It's so realistic that I had goosebumps every time I saw Jason. However if you are playing alone it can get a little boring at times, and that makes me wish that there was a decent single player mode But with its authenticity this is the best Friday The 13th game that we may ever have and it will make every fan very happy.",Friday the 13th: The Game
3260,"PaRappa the Rapper: Remastered deserves a bit more than what Sony gives it here, and that’s certainly disappointing for this fan of the original. Still, it’s a technically solid remaster of a really fun game, so I’d still suggest picking it up. Especially if you haven’t played the game in a while, or ever for that matter. It’s one of the more unique and charming releases from the PS1 era, and PaRappa the Rapper deserves all the attention it can get.",PaRappa the Rapper Remastered
3261,"I sincerely hope there’s no “Destiny 3” on the minds of Bungie anytime soon. Instead, I want to see them treat this game like a true ongoing service for the next five years. Let it grow, become massive in content and scope. And if there ever is a Destiny 3, you’d better make it carry over all the progress of players’ work in D2. In any case, I’m loving the direction that Destiny 2 is headed.",Destiny 2: Curse of Osiris
3262,"Simply put,  is one of the most engaging strategic gaming experiences on the market. However, getting to the point where it's that enjoyable can be too demanding for casual gamers so make sure you're willing to give it time for the gameplay to click and let it grow on you. Once it does, it's a downright blast to play.",Has-Been Heroes
3263," is a memorable horror experience that thrives because of its unique setup and gameplay. Although more unsettling than downright terrifying,  managed to keep me on the edge of my seat, forcing me to solve a compelling mystery by facing what lurked in the dark.",Perception
3264,A solid HD remaster of a hidden gem from the PS2/Xbox era. Unfortunately all the visual improvements cannot hide the age of the original while the changes to control and cover systems bring their own problems.,Rogue Trooper Redux
3265,"While there are dozens of Sci-Fi Survival games to choose from, ION LANDS has blended a remarkable combination of elements to create a saga that stands out from the crowd.",Phoning Home
3266,Masterful use of classic quest mechanics and an intriguing story make  one of the best games of this fall.,Black Mirror
3267,"Beautifully charming and ultra relaxing,  is everything you could want from a puzzle game without any of the stress. I love handheld games that I can just pick up and play in short bursts and whilst  is exactly this, I always end up finding it difficult to put down as well. Brilliantly addictive - but only whilst it lasts. Launching at £8.99, there might not be enough meat on the bone for some, but I personally felt that the value on offer is worth the admission.",I and Me
3268,"Ultimately, the small amount of content at launch is ’s greatest weakness. With no story whatsoever, only four characters, and four levels, it feels more like an early access game than a full release, although its low price point does somewhat reflect this. The core mechanics are solid the characters all feature distinct combat styles, so it does offer an engaging, immersive tower defense experience, especially on higher difficulties and with more players added. However, with the release schedule and pricing for DLC still vague, I can only recommend  to PSVR owners starving for something to play.",Ancient Amuletor
3269,The biggest problem of  is his lack of identity. A funny and aggressive fighting game for Switch with interesting game mechanics and a lot of single-player and multiplayer content. Perfect for local play with other three friends.,Brawlout
3270,"Deformers has some rough edges to put up with, but none of them are reason enough to avoid the game completely. Though it may not have the staying power to tussle with stronger multiplayer offerings, at the core of Deformers is a strong multiplayer experience with a great mix of simple basics and potential for the once-in-a-blue-moon moments that define multiplayer games.",De-formers
3271," features a story that manages to excite and get players invested in despite it not going too deep into the lives of both apes and humans. It’s also an important experiment in storytelling, and one that largely winds up being successful.",Planet of the Apes: Last Frontier
3272,"A slick sniping title in name, but one that also encourages creativity, delivers action, and demands adaptation,  is one hell of a ride. Although it has a lackluster story and a handful of minor issues, it’s still an immensely enjoyable separatist kill fest set in the gorgeous open-world landscapes of former Soviet Georgia.",Sniper: Ghost Warrior 3
3273,"We finally received a compilation of the best minigames in Mario Party history. While the game itself suffers the lack of other content, each minigame is as great as you remember and the Download Play function makes it a great option for multiplayer experiences.",Mario Party: The Top 100
3274,"If you grew up in the early ’90s or just have an affinity for the license, it does it justice and delivers a rock-solid racing experience as well. Its mode selection is impressive and there’s always something to do if you’re tired of racing.",Micro Machines World Series
3275,"Tartarus is a short ride: my first run-through lasted just over four hours, and I didn't really feel the urge to go back through it again. But my time within, really had me thinking. There is an untapped market in games like this, one that Tartarus may have very well spearheaded here in 2017. I wouldn't be surprised if in a few years we see narrative, atmospheric, logic-puzzle games with a sci-fi flavor making a resurgence. Tartarus is a ride worth taking, at least once.",TARTARUS
3276," is a fun, retro inspired and pleasant looking space shooter that makes use of well developed local multiplayer modes, as well as catchy little details which make this a good element on the Nintendo Switch catalogue. It falls short in terms of content and if it had an online multiplayer mode it would certainly be much more appealing, as the one-player mode can feel like it ends too quickly.",Astro Duel Deluxe
3277,"School Girl/Zombie Hunter does almost everything right. I could pretend to be annoyed that the story never gets around to explaining who the villain was or what he was doing, but the writing does such a good job of making the heroines’ emotional journeys resonate that the fact that their story doesn’t make sense is a minor quibble at best. It’s a game about teenagers with assault rifles shooting technicolor zombies – how much sense does it need to make? The missions are well designed, the dialogue is witty, and the combat mechanics are solid. The low-budget look and grindhouse premise make me feel like I should be apologizing for loving this game, but I’m not — this is one of the most delightful things I’ve played all year.",SG/ZH: School Girl Zombie Hunter
3278,"Episode Gladiolus is worth checking out for its rugged action and blood-pumping music, though its plot points really should've been part of Final Fantasy XV in the first place.",Final Fantasy XV: Episode Gladiolus
3279,"Between the graphics and exploring this abandoned world and piecing together what happened, : Path of Whispers is incredible and highly recommend, even if you might not usually play an exploration-driven title.",Empathy
3280," is a unique and interesting game. There is something both beautiful and sad to this story which draws you into its surreal world. With over 30 different characters and locations there is plenty to explore, and I definitely enjoyed it the more I played it. However, just make sure you have a pen and paper handy for those puzzles!",Memoranda
3281,This game manages to mix some quite serious themes in with its plentiful fanservice and Compile Heart trademark sense of the ridiculous.,Dark Rose Valkyrie
3282,"The best reason to consider picking up Nintendo's new console. Yes, The Legend of Zelda: Breath of the Wild may go down as the finest game Nintendo's yet made. But you can play Zelda on Wii U.  only works on the Switch. It is an absolute blast, a party game nonpareil, but also a showcase for the sort of ""next-gen local play"" possibilities the Switch may turn out to be persuasive enough to give literal legs to.",1-2-Switch
3283,"Boiling things right down, Caligula asks a question that’s really quite dear to my heart: “what if Hatsune Miku gained sentience and convinced us all that we would be better off living in a universe with her as queen?” I must admit that, were it me, I’d end up as one of the “villains” in this game, as I’m quite on board with that; but joking aside,  looks, on the surface, like a bit of B-grade nonsense for a console well out of the mainstream’s attention. The great irony about that is that it’s far more pertinent and relevant, and asks genuine questions, about a topic that is going to be a significant sociological discussion point for generations going forward.",The Caligula Effect
3284,"A very interesting proposal, with wonderful control and audiovisual design. The whole is worsened by the scarcity of content in general, with little variety of ships and circuits, and a very short main campaign. Will improve with future updates.",Formula Fusion
3285," is one of those games that anyone can instantly pick up and have a laugh with. The game is really impressively designed with solid gameplay and lovely aesthetics – in fact, the only fault I can find is that I wish there were more modes to play. You won’t be playing it for hours on end, but that’s not the point – grab some friends, grab a Joy-Con, and have a great time.",Astro Bears Party
3286,"The combat isn’t stellar, the levels themselves leave a lot to be desired, and the story is honestly forgettable. It’s a shame that what makes the RWBY animated series so great could not be translated into its first proper video game. Still, the campaign offers around 5-6 hours of playtime and it’s a competent, and even at times fun, hack and slash game that I recommend you play with a group of friends.",RWBY: Grimm Eclipse
3287," is a very entertaining and interesting VR game. The use of the third-person perspective in VR elevates the game and creates a fulfilling and unique experience. While the combat can be lackluster and constant camera changes feel unnecessary and bothersome, the narrative holds it together and makes  better than many other PSVR titles.",Theseus
3288,"Everything about this game clicks, even though it probably shouldn’t work in theory. Anyone who loves a casual golf game should check it out.",100ft Robot Golf
3289,"'s juvenile presentation belies a nuanced shooter that's frankly a breath of fresh air. The title fuses fighting games with frenetic on-foot action that feels quite unlike anything you'll ever have played before. Quality game modes and an imaginative roster of weapons are only let-down by the lingering microtransactions that have seemingly survived the title's business model change unscathed. Other than that, though, it's f*cking awesome.",Drawn to Death
3290, is bursting with charm and tons of enjoyable content. Fans of the series will gladly spend hours in Mama's kitchen but those who find stylus-based mini-game compilations boring probably won't be won over.,Cooking Mama: Sweet Shop
3291,"Old Time Hockey is not an ultra-realistic hockey sim, and it’s not trying to be. V7 know exactly what they are aiming for – simple, accessible fun – and in that they deliver like a Gordie Howe elbow to the head. Will its raw, simple style keep you coming back to play long after the beer has run out and your friends have stumbled home? That is the bigger question. Regardless, there’s enough good old hockey in this game to make it well worth a shot.",Bush Hockey League
3292," offers a complex story that will capture us. Despite its new combat style, lack of translation and long scenes,  brings us a story and settings that are well-executed. It's a title that deserves to be played.",Valkyria Revolution
3293,"The atmosphere is what makes this game. The emotion of the plot succeeds in some places and stumbles in others. The puzzles can be frustrating at times, but not because they’re impossible to complete, more so because they seem like filler to extend gameplay time. Overall, the experiences are memorable for the feeling they create in the player, but not much else.",Don't Knock Twice
3294,"While  had its bumps and rocky moments, I certainly enjoyed playing through the game. I’d even go as far as to say the bad dialogue and accents sort of grew on me by the end. For $11.99, this game feels like an absolute steal when considering the high replay value and three different types of classes to play as through the story.  is worth the buy.",Dead Effect 2
3295,"As it stands, it’s an OK representation of  in video game form, but it doesn’t really do anything else than give you basic video game . It’s a little bland and by the numbers in that regard, which is disappointing considering it has been forever since I’ve played  in any format. Still, if you’ve got five bucks to spend, and you’re looking for something to play on the Switch, it’s not a bad way to go. You can pick up and play a round or two pretty quickly, making it a solid portable experience if you’re on the go. I wouldn’t highly recommend it by any means, but if you’re in the mood for some classic board game experiences,  can scratch that itch.",Othello
3296,"Akiba’s Beat is both a stellar role-playing experience and a heartfelt yarn with bite. One of 2017’s best RPGs so far, and a new personal favourite.",Akiba's Beat
3297,"If corners were cut with the graphics, they were completely rounded over and sanded down in the music and sound department.",Smashbox Arena
3298,"In the end,  won me over as an indie title with a lot of heart, and absolutely has me begging to know what other secrets I missed as I soared through the clouds.",Oure
3299," is a fun little game for the Switch, that is ideal to play with some friends on the couch. The gameplay, though simple, is entertaining for all ages. Sadly the game lacks any single-player content. But it's low price makes up for a lot of it.",Flip Wars
3300,Monopoly for Switch does about everything right. The game offers numerous boards and you can adjust the rules to suit every need. And you can play the game where ever you want with up to six players. The waiting time with six players is long though.,Monopoly for Nintendo Switch
3301,"At 20 dollars, it is a tough ask as a purchase since this developer with no discernible track record in the west. Those who take the leap will find a rather solid title with high replayability and a visual style seldom seen on our shores. One can only hope that the publisher can put some more marketing dollars towards this title so that it can find some sort of audience.",Hidden Dragon Legend
3302,"If you’re a really, really, really, big fan of 3D platforming games like myself, you’ll get enjoyment out of Unbox: Newbie’s Adventure. But with it, you’ll find frustration. I’m not in a rush to come back to it and find everything, despite all of the awesome content it has hidden in the game, purely because I felt the game wasn’t ready to be shipped (no pun intended… just kidding, it’s impossible to avoid these!). If you’re a fan of 3D platformers that are polished to perfection as in the Super Mario series, I don’t think you’ll enjoy this game. It’s got a niche for sure. But it’s a nice-looking game. The music is pretty and the worlds are fun to explore for awhile. I think that it’s a little short if you’re not planning to collect everything, so if you want a quick 3D game to explore, give it a try. Don’t expect it to be a package that delivers though.",Unbox: Newbie's Adventure
3303," manages to be complex and accessible at the same time and can be a great introduction to grand strategy wargames. [03/2017, p.73]",Realpolitiks
3304,"It's a short game, but  still entertains as you work through the levels figuring out how best to deal with the threats encountered and then how to defeat the bosses. There's some good character designs in the game and fun moments - like the way scared foes flee in panic only to knock themselves out by running into a wall. It's not without fault however, with the over-the-top knock-backs from hits being the biggest irritant. There's some replayability in trying to track down all the fuses and then tackle the harder versions of the levels and the co-op play works well. If you've got some friends around and are looking to pass the time with some platforming action, then  is a good pick.",Caveman Warriors
3305,"New Frontier Days offers a very different experience from anything else in the early Switch lineup, and I think it’s a valuable one for people who enjoy this type of game. While the game can be overwhelming at times, it’s very rewarding to see your little settlement grow and thrive. Unlike some similar games, it always feels like you’re playing an integral role in what’s going on, but that also means you always have to give it your full attention.",New Frontier Days: Founding Pioneers
3306," brings back, in a very beautiful way, the genre of the graphic adventure. It has some performance issues and frame-drops, but everyone who loves the genre should give it a try.",Syberia 3
3307,"A simplistic and light action-RPG, giving up on loot and deep systems in favor of lighthearted co-op action. Some design choices feel a bit too archaic and it's got some performance problems during the most crowded moments, but it can deliver an entertaining experience.",AereA
3308,"Possibly its best home game to date. It wears its 8-bit roots on its sleeve and delivers exciting beat-em-up action most of the time. The overall package is hurt by occasionally clunky controls, iffy platforming and a lack of online play. Longtime fans of the series will be right at home with the overall package, though. The core gameplay is rock-solid and is well-worth checking out for longtime fans, while newcomers will find out exactly why the franchise has been so beloved over the years.",Double Dragon IV
3309," is a fun couch co-op game that should be played with friends and family alike. It's not perfect by any means, but it manages to do the job and entertain at the same time.",Mighty Morphin Power Rangers: Mega Battle
3310," is a game that demands a lot from the player both in terms of patience and dexterity, its graphics are not the best and the hyped VR mode is somewhat of a bad joke. But if you can ignore the forgettable heavy metal soundtrack and can appreciate the gameplay consisting of challenges instead of regular races, you have a lot to do here. Should you prefer to burn rubber around in circles though, is not the game for you. However, if you love twitchy arcade racers and like to challenge yourself, you should definitely pick up .",Moto Racer 4
3311,"Over all,  is a decent, if somewhat flat, experience. there are no twists in game mechanics. Difficulty slowly ratchets up, but little actually changes. Aside from the possibility of challenging a visiting friend to an Arcade match, there is little to draw you back in once you have completed the Campaign. Which will not take long, since battles are over in a remarkable short period of time, This is not a bad videogame by any means, but it is a shallow one, a fun time-waster that is sadly let down by its lack of online multiplayer, which might have gone so way towards extending its lifespan.",League of War: VR Arena
3312,"Raid is terrific fun in co-op, with interesting objectives and fine leveling and upgrade systems. If you're looking for a cooperative multiplayer-focused alternative to this fall's other big World War II game, you can't go wrong with RAID.",Raid: World War II
3313," grabs you right off the bat and starts yelling in your face: you are screaming and afraid, but at the end of it all, you’ll probably tell your friends that they need to come over and get yelled at, too. Besides the game world being well designed, and the sounds making you check over your shoulder every few minutes, the creativity, the puzzles, and the story offer an experience that is to die for.",Inmates
3314," may not be perfect, but it’s easily the best Bubsy game ever made.",Bubsy: The Woolies Strike Back
3315," by Big Star Games is a third-person top-down shooter with few connections to Quentin Tarantino’s film other than it being about gangsters with color-coded names; and yet Bloody Days partially succeeds in its aspiration to revive a classic for crime and gangster films, while offering a time-rewind mechanics that helps the game distinct itself from the pool of titles in the top-down shooter category.",Reservoir Dogs: Bloody Days
3316," is full of great purposes, but sometimes its great plot is not able to recover of the gameplay's repetitiveness. The game doesn't add new ideas to the overwhelmed genre of the first person horror adventures.",Husk
3317,"I don’t know what it is about  that makes me such a fan of it. It’s not a good looking game, the controls are stiff and dated, and the game takes so much from Resident Evil that it at times can feel like plagiarism more-so than honoring the source material. Still though, I had a blast playing the game and got a very nostalgic feeling while playing . It retails in the US eShop now for $9.99, and I’d say I got more than enough bang for my buck with this title. If you have no appreciation of classic survival-horror, you will hate this game. Me however? I loved it when I was a kid, so I ended up enjoying myself way more than probably anyone else will with .",Vaccine
3318," doesn't offer what it has promised. Despite its interesting idea, its technical problems, terrible gaming and lack of innovation make  less interesting than should had been.",Dead Alliance
3319,"I can’t totally ignore the flaws present, and I suspect that many potential players will not be able to either. But this is a rock-solid title nonetheless. If you know the Touhou name, or even if you know the masochistic joy of bullet-hell gaming, Battle Burst is worth checking out.",Touhou Kobuto V: Burst Battle
3320," is not a game that should be taken lightly, but it is one that will polarize the fans. I’m on the side that enjoyed it, even though at the start it was nothing near enjoyable. You will fancy it too if you can accept that it means well and forgive the game’s flaws.",Hello Neighbor
3321,"Poorly presented, and lacking in mode variety,  is salvaged by the fact that it’s actually a pretty decent representation of rugby union on the pitch. It may not be the definitive version of the sport that the PS4 needs, but it’s easily the best available.",Rugby 18
3322,"Rather than feeling any sort of tension, I was mostly bored.",Inner Chains
3323," is for those Vita fans out there that are dying to play an action game from Tamsoft and can’t wait for some of their other games to come West. The game fails to deliver a proper fighting system or campaign to make it worth the short gameplay experience, but if you’re looking for decent graphics and cute anime girl illustrations then maybe this niche Vita game is just what you need.",Drive Girls
3324, has the potential to be a must-play adventure but its lack of fine-tuning makes it an often haphazard experience that'll test your patience more than it provides enjoyment. Here's hoping the developers retool it down the road or perhaps learn from their mistakes and create a more refined sequel because they definitely have a winning formula on their hands.,Troll and I
3325,"With all of this in mind, is  worth picking up on the Nintendo Switch? It is certainly a well-designed title that does provide enjoyable gameplay. Its tranquil aesthetic and procedurally-generated world make it a relaxing adventure to keep returning to. If you can look beyond the narrative or if you happen to share the game’s perspective, it’s a pretty neat romp and makes for a great portable title.",The Deer God
3326,"In the end,  VR could have been a fairly okay product if it weren’t so harshly abridged. It’s a good enough VR experience, but without a coherent story to back it all up, it amounts to nothing more than a paid demo. If you're new to PlayStation VR, there are much better ways to spend your money and time.",Dying: Reborn
3327," has the markings of a decent game, especially when it comes to platforming but the bad dialogue, bizarre design choices, dull combat, and overall glitchiness make it hard for me to recommend in its current state.",Randall
3328,"It isn’t what I was expecting, and initially it was confounding, but the more time I spent with it, the more I came to love it for its grungy underground spirit.",Tokyo Tattoo Girls
3329,"The repetition and painfully irritable audio had me moving onto my next title that much quicker. If I were to give a few pointers to the team in the hopes to reclaim my attention, I would say a bigger diversity in mission types and more content, perhaps, no, definitely a better sound team on hand for the future. I don’t normally give bad reviews, normally I can find a little something to keep me going, sadly however not this time. It was a shame too, I’ve been so looking forward to the potential new Road Rash, maybe I just need to try more of the game but it’s just not winning me over.",Road Rage
3330,"While  isn’t a spectacular game, there’s no denying that I had some fun with it for the short-lived time I spent with the title. I just wish it could be more over-the-top with its presentation rather than dull and unoriginal for most of the ride.",Vroom in the Night Sky
3331,"Unquestionably 2018's best game, and an all-time open-world masterpiece. [Christmas 2018, p.89]",Red Dead Redemption 2
3332,The return of the furious Spartan warrior was made well.  is already a great contender for game of the year and you shouldn't miss it. [Issue#285],God of War
3333," is ... like heaven. The level design is fantastic, artistically takes your breath away and playability is perfect. It's highly complicated, especially after the first round, but very satisfying.  itself explains why ""indie games"" exist.",Celeste
3334,"This is the ultimate Smash Bros. How will they ever top it? [Issue #37 – January/February 2019, p. 65]",Super Smash Bros. Ultimate
3335,"Again a little bit better and not because of continuity, but because of two years worth of obvious work. Thanks to that you can drown dozens or hundreds of hours racing on the ground that gave the world Jeremy Clarkson. And yeah, it has a couple of good cars too.[Issue#289]",Forza Horizon 4
3336,"The best classic fantasy RPG on console, ever.",Divinity: Original Sin II - Definitive Edition
3337,"If you loved Sonic Mania, Plus is an essential purchase. It’s more Sonic Mania, but different.",Sonic Mania Plus
